species,lifestage,habitatzone,habitattype,ecoregion,shapefile_name
reddrum,adult,near,hb,er1,hb_near_er1
reddrum,adult,near,hb,er2,hb_near_er2
reddrum,adult,near,hb,er3,hb_near_er3
reddrum,adult,near,hb,er4,hb_near_er4
reddrum,adult,near,hb,er5,hb_near_er5
reddrum,adult,near,sand,er1,sand_near_er1
reddrum,adult,near,sand,er2,sand_near_er2
reddrum,adult,near,sand,er3,sand_near_er3
reddrum,adult,near,sand,er4,sand_near_er4
reddrum,adult,near,sand,er5,sand_near_er5
reddrum,adult,off,sav,er1,sav_off_er1
reddrum,adult,off,sav,er2,sav_off_er2
reddrum,adult,off,sav,er3,sav_off_er3
reddrum,adult,off,sav,er4,sav_off_er4
reddrum,adult,off,sav,er5,sav_off_er5
reddrum,adult,off,em,er1,em_off_er1
reddrum,adult,off,em,er2,em_off_er2
reddrum,adult,off,em,er3,em_off_er3
reddrum,adult,off,em,er4,em_off_er4
reddrum,adult,off,em,er5,em_off_er5
reddrum,adult,off,sb,er1,sb_off_er1
reddrum,adult,off,sb,er2,sb_off_er2
reddrum,adult,off,sb,er3,sb_off_er3
reddrum,adult,off,sb,er4,sb_off_er4
reddrum,adult,off,sb,er5,sb_off_er5
reddrum,adult,off,hb,er1,hb_off_er1
reddrum,adult,off,hb,er2,hb_off_er2
reddrum,adult,off,hb,er3,hb_off_er3
reddrum,adult,off,hb,er4,hb_off_er4
reddrum,adult,off,hb,er5,hb_off_er5
reddrum,adult,off,sand,er1,sand_off_er1
reddrum,adult,off,sand,er2,sand_off_er2
reddrum,adult,off,sand,er3,sand_off_er3
reddrum,adult,off,sand,er4,sand_off_er4
reddrum,adult,off,sand,er5,sand_off_er5
reddrum,spawningadult,off,sav,er1,sav_off_er1
reddrum,spawningadult,off,sav,er2,sav_off_er2
reddrum,spawningadult,off,sav,er3,sav_off_er3
reddrum,spawningadult,off,sav,er4,sav_off_er4
reddrum,spawningadult,off,sav,er5,sav_off_er5
reddrum,spawningadult,off,sb,er1,sb_off_er1
reddrum,spawningadult,off,sb,er2,sb_off_er2
reddrum,spawningadult,off,sb,er3,sb_off_er3
reddrum,spawningadult,off,sb,er4,sb_off_er4
reddrum,spawningadult,off,sb,er5,sb_off_er5
reddrum,spawningadult,off,hb,er1,hb_off_er1
reddrum,spawningadult,off,hb,er2,hb_off_er2
reddrum,spawningadult,off,hb,er3,hb_off_er3
reddrum,spawningadult,off,hb,er4,hb_off_er4
reddrum,spawningadult,off,hb,er5,hb_off_er5
reddrum,spawningadult,off,sand,er1,sand_off_er1
reddrum,spawningadult,off,sand,er2,sand_off_er2
reddrum,spawningadult,off,sand,er3,sand_off_er3
reddrum,spawningadult,off,sand,er4,sand_off_er4
reddrum,spawningadult,off,sand,er5,sand_off_er5
redgrouper,egg,off,wca,er1,wca_off_er1
redgrouper,egg,off,wca,er2,wca_off_er2
redgrouper,larvae,off,wca,er1,wca_off_er1
redgrouper,larvae,off,wca,er2,wca_off_er2
redgrouper,postlarvae,,,,
redgrouper,earlyjuvenile,near,sav,er1,sav_near_er1
redgrouper,earlyjuvenile,near,sav,er2,sav_near_er2
redgrouper,earlyjuvenile,near,hb,er1,hb_near_er1
redgrouper,earlyjuvenile,near,hb,er2,hb_near_er2
redgrouper,latejuvenile,near,hb,er1,hb_near_er1
redgrouper,latejuvenile,near,hb,er2,hb_near_er2
redgrouper,latejuvenile,off,hb,er1,hb_off_er1
redgrouper,latejuvenile,off,hb,er2,hb_off_er2
redgrouper,adult,near,hb,er1,hb_near_er1
redgrouper,adult,near,hb,er2,hb_near_er2
redgrouper,adult,near,hb,er3,hb_near_er3
redgrouper,adult,near,hb,er4,hb_near_er4
redgrouper,adult,near,reef,er1,reef_near_er1
redgrouper,adult,near,reef,er2,reef_near_er2
redgrouper,adult,near,reef,er3,reef_near_er3
redgrouper,adult,near,reef,er4,reef_near_er4
redgrouper,adult,off,hb,er1,hb_off_er1
redgrouper,adult,off,hb,er2,hb_off_er2
redgrouper,adult,off,hb,er3,hb_off_er3
redgrouper,adult,off,hb,er4,hb_off_er4
redgrouper,adult,off,reef,er1,reef_off_er1
redgrouper,adult,off,reef,er2,reef_off_er2
redgrouper,adult,off,reef,er3,reef_off_er3
redgrouper,adult,off,reef,er4,reef_off_er4
redgrouper,spawningadult,off,shelf,er1,shelf_off_er1
redgrouper,spawningadult,off,shelf,er2,shelf_off_er2
redgrouper,spawningadult,off,hb,er1,hb_off_er1
redgrouper,spawningadult,off,hb,er2,hb_off_er2
redsnapper,egg,off,wca,er1,wca_off_er1
redsnapper,egg,off,wca,er2,wca_off_er2
redsnapper,egg,off,wca,er3,wca_off_er3
redsnapper,egg,off,wca,er4,wca_off_er4
redsnapper,egg,off,wca,er5,wca_off_er5
redsnapper,larvae,off,wca,er1,wca_off_er1
redsnapper,larvae,off,wca,er2,wca_off_er2
redsnapper,larvae,off,wca,er3,wca_off_er3
redsnapper,larvae,off,wca,er4,wca_off_er4
redsnapper,larvae,off,wca,er5,wca_off_er5
redsnapper,postlarvae,off,wca,er1,wca_off_er1
redsnapper,postlarvae,off,wca,er2,wca_off_er2
redsnapper,postlarvae,off,wca,er3,wca_off_er3
redsnapper,postlarvae,off,wca,er4,wca_off_er4
redsnapper,postlarvae,off,wca,er5,wca_off_er5
redsnapper,earlyjuvenile,near,reef,er1,reef_near_er1
redsnapper,earlyjuvenile,near,reef,er2,reef_near_er2
redsnapper,earlyjuvenile,near,reef,er3,reef_near_er3
redsnapper,earlyjuvenile,near,reef,er4,reef_near_er4
redsnapper,earlyjuvenile,near,reef,er5,reef_near_er5
redsnapper,earlyjuvenile,near,hb,er1,hb_near_er1
redsnapper,earlyjuvenile,near,hb,er2,hb_near_er2
redsnapper,earlyjuvenile,near,hb,er3,hb_near_er3
redsnapper,earlyjuvenile,near,hb,er4,hb_near_er4
redsnapper,earlyjuvenile,near,hb,er5,hb_near_er5
redsnapper,earlyjuvenile,near,sb,er1,sb_near_er1
redsnapper,earlyjuvenile,near,sb,er2,sb_near_er2
redsnapper,earlyjuvenile,near,sb,er3,sb_near_er3
redsnapper,earlyjuvenile,near,sb,er4,sb_near_er4
redsnapper,earlyjuvenile,near,sb,er5,sb_near_er5
redsnapper,earlyjuvenile,near,sand,er1,sand_near_er1
redsnapper,earlyjuvenile,near,sand,er2,sand_near_er2
redsnapper,earlyjuvenile,near,sand,er3,sand_near_er3
redsnapper,earlyjuvenile,near,sand,er4,sand_near_er4
redsnapper,earlyjuvenile,near,sand,er5,sand_near_er5
redsnapper,earlyjuvenile,off,reef,er1,reef_off_er1
redsnapper,earlyjuvenile,off,reef,er2,reef_off_er2
redsnapper,earlyjuvenile,off,reef,er3,reef_off_er3
redsnapper,earlyjuvenile,off,reef,er4,reef_off_er4
redsnapper,earlyjuvenile,off,reef,er5,reef_off_er5
redsnapper,earlyjuvenile,off,hb,er1,hb_off_er1
redsnapper,earlyjuvenile,off,hb,er2,hb_off_er2
redsnapper,earlyjuvenile,off,hb,er3,hb_off_er3
redsnapper,earlyjuvenile,off,hb,er4,hb_off_er4
redsnapper,earlyjuvenile,off,hb,er5,hb_off_er5
redsnapper,earlyjuvenile,off,sb,er1,sb_off_er1
redsnapper,earlyjuvenile,off,sb,er2,sb_off_er2
redsnapper,earlyjuvenile,off,sb,er3,sb_off_er3
redsnapper,earlyjuvenile,off,sb,er4,sb_off_er4
redsnapper,earlyjuvenile,off,sb,er5,sb_off_er5
redsnapper,earlyjuvenile,off,sand,er1,sand_off_er1
redsnapper,earlyjuvenile,off,sand,er2,sand_off_er2
redsnapper,earlyjuvenile,off,sand,er3,sand_off_er3
redsnapper,earlyjuvenile,off,sand,er4,sand_off_er4
redsnapper,earlyjuvenile,off,sand,er5,sand_off_er5
redsnapper,latejuvenile,near,reef,er1,reef_near_er1
redsnapper,latejuvenile,near,reef,er2,reef_near_er2
redsnapper,latejuvenile,near,reef,er3,reef_near_er3
redsnapper,latejuvenile,near,reef,er4,reef_near_er4
redsnapper,latejuvenile,near,reef,er5,reef_near_er5
redsnapper,latejuvenile,near,hb,er1,hb_near_er1
redsnapper,latejuvenile,near,hb,er2,hb_near_er2
redsnapper,latejuvenile,near,hb,er3,hb_near_er3
redsnapper,latejuvenile,near,hb,er4,hb_near_er4
redsnapper,latejuvenile,near,hb,er5,hb_near_er5
redsnapper,latejuvenile,near,sand,er1,sand_near_er1
redsnapper,latejuvenile,near,sand,er2,sand_near_er2
redsnapper,latejuvenile,near,sand,er3,sand_near_er3
redsnapper,latejuvenile,near,sand,er4,sand_near_er4
redsnapper,latejuvenile,near,sand,er5,sand_near_er5
redsnapper,latejuvenile,off,reef,er1,reef_off_er1
redsnapper,latejuvenile,off,reef,er2,reef_off_er2
redsnapper,latejuvenile,off,reef,er3,reef_off_er3
redsnapper,latejuvenile,off,reef,er4,reef_off_er4
redsnapper,latejuvenile,off,reef,er5,reef_off_er5
redsnapper,latejuvenile,off,hb,er1,hb_off_er1
redsnapper,latejuvenile,off,hb,er2,hb_off_er2
redsnapper,latejuvenile,off,hb,er3,hb_off_er3
redsnapper,latejuvenile,off,hb,er4,hb_off_er4
redsnapper,latejuvenile,off,hb,er5,hb_off_er5
redsnapper,latejuvenile,off,sand,er1,sand_off_er1
redsnapper,latejuvenile,off,sand,er2,sand_off_er2
redsnapper,latejuvenile,off,sand,er3,sand_off_er3
redsnapper,latejuvenile,off,sand,er4,sand_off_er4
redsnapper,latejuvenile,off,sand,er5,sand_off_er5
redsnapper,adult,near,sand,er1,sand_near_er1
redsnapper,adult,near,sand,er2,sand_near_er2
redsnapper,adult,near,sand,er3,sand_near_er3
redsnapper,adult,near,sand,er4,sand_near_er4
redsnapper,adult,near,sand,er5,sand_near_er5
redsnapper,adult,near,reef,er1,reef_near_er1
redsnapper,adult,near,reef,er2,reef_near_er2
redsnapper,adult,near,reef,er3,reef_near_er3
redsnapper,adult,near,reef,er4,reef_near_er4
redsnapper,adult,near,reef,er5,reef_near_er5
redsnapper,adult,near,hb,er1,hb_near_er1
redsnapper,adult,near,hb,er2,hb_near_er2
redsnapper,adult,near,hb,er3,hb_near_er3
redsnapper,adult,near,hb,er4,hb_near_er4
redsnapper,adult,near,hb,er5,hb_near_er5
redsnapper,adult,off,sand,er1,sand_off_er1
redsnapper,adult,off,sand,er2,sand_off_er2
redsnapper,adult,off,sand,er3,sand_off_er3
redsnapper,adult,off,sand,er4,sand_off_er4
redsnapper,adult,off,sand,er5,sand_off_er5
redsnapper,adult,off,reef,er1,reef_off_er1
redsnapper,adult,off,reef,er2,reef_off_er2
redsnapper,adult,off,reef,er3,reef_off_er3
redsnapper,adult,off,reef,er4,reef_off_er4
redsnapper,adult,off,reef,er5,reef_off_er5
redsnapper,adult,off,hb,er1,hb_off_er1
redsnapper,adult,off,hb,er2,hb_off_er2
redsnapper,adult,off,hb,er3,hb_off_er3
redsnapper,adult,off,hb,er4,hb_off_er4
redsnapper,adult,off,hb,er5,hb_off_er5
redsnapper,spawningadult,off,wca,er1,wca_off_er1
redsnapper,spawningadult,off,wca,er2,wca_off_er2
redsnapper,spawningadult,off,wca,er3,wca_off_er3
redsnapper,spawningadult,off,wca,er4,wca_off_er4
redsnapper,spawningadult,off,wca,er5,wca_off_er5
redsnapper,spawningadult,off,sand,er1,sand_off_er1
redsnapper,spawningadult,off,sand,er2,sand_off_er2
redsnapper,spawningadult,off,sand,er3,sand_off_er3
redsnapper,spawningadult,off,sand,er4,sand_off_er4
redsnapper,spawningadult,off,sand,er5,sand_off_er5
royalredshrimp,egg,off,shelf,er1,shelf_off_er1
royalredshrimp,egg,off,shelf,er3,shelf_off_er3
royalredshrimp,larvae,,,,
royalredshrimp,postlarvae,,,,
royalredshrimp,earlyjuvenile,,,,
royalredshrimp,latejuvenile,,,,
royalredshrimp,adult,off,shelf,er1,shelf_off_er1
royalredshrimp,adult,off,shelf,er2,shelf_off_er2
royalredshrimp,adult,off,shelf,er3,shelf_off_er3
royalredshrimp,adult,off,shelf,er4,shelf_off_er4
royalredshrimp,adult,off,shelf,er5,shelf_off_er5
royalredshrimp,adult,off,sb,er1,sb_off_er1
royalredshrimp,adult,off,sb,er2,sb_off_er2
royalredshrimp,adult,off,sb,er3,sb_off_er3
royalredshrimp,adult,off,sb,er4,sb_off_er4
royalredshrimp,adult,off,sb,er5,sb_off_er5
royalredshrimp,adult,off,sand,er1,sand_off_er1
royalredshrimp,adult,off,sand,er2,sand_off_er2
royalredshrimp,adult,off,sand,er3,sand_off_er3
royalredshrimp,adult,off,sand,er4,sand_off_er4
royalredshrimp,adult,off,sand,er5,sand_off_er5
royalredshrimp,adult,off,reef,er1,reef_off_er1
royalredshrimp,adult,off,reef,er2,reef_off_er2
royalredshrimp,adult,off,reef,er3,reef_off_er3
royalredshrimp,adult,off,reef,er4,reef_off_er4
royalredshrimp,adult,off,reef,er5,reef_off_er5
royalredshrimp,spawningadult,off,shelf,er1,shelf_off_er1
royalredshrimp,spawningadult,off,shelf,er2,shelf_off_er2
royalredshrimp,spawningadult,off,shelf,er3,shelf_off_er3
royalredshrimp,spawningadult,off,shelf,er4,shelf_off_er4
royalredshrimp,spawningadult,off,shelf,er5,shelf_off_er5
scamp,egg,off,wca,er1,wca_off_er1
scamp,egg,off,wca,er2,wca_off_er2
scamp,larvae,off,wca,er1,wca_off_er1
scamp,larvae,off,wca,er2,wca_off_er2
scamp,postlarvae,off,wca,er1,wca_off_er1
scamp,postlarvae,off,wca,er2,wca_off_er2
scamp,earlyjuvenile,near,hb,er1,hb_near_er1
scamp,earlyjuvenile,near,hb,er2,hb_near_er2
scamp,earlyjuvenile,near,reef,er1,reef_near_er1
scamp,earlyjuvenile,near,reef,er2,reef_near_er2
scamp,earlyjuvenile,off,hb,er1,hb_off_er1
scamp,earlyjuvenile,off,hb,er2,hb_off_er2
scamp,earlyjuvenile,off,reef,er1,reef_off_er1
scamp,earlyjuvenile,off,reef,er2,reef_off_er2
scamp,latejuvenile,near,hb,er1,hb_near_er1
scamp,latejuvenile,near,hb,er2,hb_near_er2
scamp,latejuvenile,near,reef,er1,reef_near_er1
scamp,latejuvenile,near,reef,er2,reef_near_er2
scamp,latejuvenile,off,hb,er1,hb_off_er1
scamp,latejuvenile,off,hb,er2,hb_off_er2
scamp,latejuvenile,off,reef,er1,reef_off_er1
scamp,latejuvenile,off,reef,er2,reef_off_er2
scamp,adult,near,hb,er1,hb_near_er1
scamp,adult,near,hb,er2,hb_near_er2
scamp,adult,near,reef,er1,reef_near_er1
scamp,adult,near,reef,er2,reef_near_er2
scamp,adult,off,hb,er1,hb_off_er1
scamp,adult,off,hb,er2,hb_off_er2
scamp,adult,off,reef,er1,reef_off_er1
scamp,adult,off,reef,er2,reef_off_er2
scamp,spawningadult,off,shelf,er1,shelf_off_er1
scamp,spawningadult,off,shelf,er2,shelf_off_er2
scamp,spawningadult,off,shelf,er3,shelf_off_er3
scamp,spawningadult,off,shelf,er4,shelf_off_er4
scamp,spawningadult,off,reef,er1,reef_off_er1
scamp,spawningadult,off,reef,er2,reef_off_er2
scamp,spawningadult,off,reef,er3,reef_off_er3
scamp,spawningadult,off,reef,er4,reef_off_er4
scamp,spawningadult,off,hb,er1,hb_off_er1
scamp,spawningadult,off,hb,er2,hb_off_er2
scamp,spawningadult,off,hb,er3,hb_off_er3
scamp,spawningadult,off,hb,er4,hb_off_er4
silksnapper,egg,,,,
silksnapper,larvae,,,,
silksnapper,postlarvae,,,,
silksnapper,earlyjuvenile,,,,
silksnapper,latejuvenile,,,,
silksnapper,adult,off,shelf,er1,shelf_off_er1
silksnapper,adult,off,sb,er1,sb_off_er1
silksnapper,adult,off,hb,er1,hb_off_er1
silksnapper,spawningadult,,,,
snowygrouper,egg,off,wca,er1,wca_off_er1
snowygrouper,larvae,off,wca,er1,wca_off_er1
snowygrouper,postlarvae,off,wca,er1,wca_off_er1
snowygrouper,earlyjuvenile,near,reef,er1,reef_near_er1
snowygrouper,latejuvenile,near,reef,er1,reef_near_er1
snowygrouper,latejuvenile,off,reef,er1,reef_off_er1
snowygrouper,adult,off,hb,er1,hb_off_er1
snowygrouper,adult,off,hb,er2,hb_off_er2
snowygrouper,adult,off,reef,er1,reef_off_er1
snowygrouper,adult,off,reef,er2,reef_off_er2
snowygrouper,adult,off,shelf,er1,shelf_off_er1
snowygrouper,adult,off,shelf,er2,shelf_off_er2
snowygrouper,spawningadult,off,reef,er1,reef_off_er1
snowygrouper,spawningadult,off,reef,er2,reef_off_er2
snowygrouper,spawningadult,off,shelf,er1,shelf_off_er1
snowygrouper,spawningadult,off,shelf,er2,shelf_off_er2
spanishmackerel,egg,near,wca,er2,wca_near_er2
spanishmackerel,egg,near,wca,er3,wca_near_er3
spanishmackerel,egg,off,wca,er2,wca_off_er2
spanishmackerel,egg,off,wca,er3,wca_off_er3
spanishmackerel,larvae,near,wca,er1,wca_near_er1
spanishmackerel,larvae,near,wca,er2,wca_near_er2
spanishmackerel,larvae,near,wca,er3,wca_near_er3
spanishmackerel,larvae,near,wca,er4,wca_near_er4
spanishmackerel,larvae,near,wca,er5,wca_near_er5
spanishmackerel,larvae,off,wca,er1,wca_off_er1
spanishmackerel,larvae,off,wca,er2,wca_off_er2
spanishmackerel,larvae,off,wca,er3,wca_off_er3
spanishmackerel,larvae,off,wca,er4,wca_off_er4
spanishmackerel,larvae,off,wca,er5,wca_off_er5
spanishmackerel,postlarvae,near,wca,er1,wca_near_er1
spanishmackerel,postlarvae,near,wca,er2,wca_near_er2
spanishmackerel,postlarvae,near,wca,er3,wca_near_er3
spanishmackerel,postlarvae,near,wca,er4,wca_near_er4
spanishmackerel,postlarvae,near,wca,er5,wca_near_er5
spanishmackerel,postlarvae,off,wca,er1,wca_off_er1
spanishmackerel,postlarvae,off,wca,er2,wca_off_er2
spanishmackerel,postlarvae,off,wca,er3,wca_off_er3
spanishmackerel,postlarvae,off,wca,er4,wca_off_er4
spanishmackerel,postlarvae,off,wca,er5,wca_off_er5
spanishmackerel,earlyjuvenile,est,wca,er2,wca_est_er2
spanishmackerel,earlyjuvenile,est,wca,er3,wca_est_er3
spanishmackerel,earlyjuvenile,est,sand,er2,sand_est_er2
spanishmackerel,earlyjuvenile,est,sand,er3,sand_est_er3
spanishmackerel,earlyjuvenile,near,wca,er2,wca_near_er2
spanishmackerel,earlyjuvenile,near,wca,er3,wca_near_er3
spanishmackerel,earlyjuvenile,near,sand,er2,sand_near_er2
spanishmackerel,earlyjuvenile,near,sand,er3,sand_near_er3
spanishmackerel,latejuvenile,est,wca,er2,wca_est_er2
spanishmackerel,latejuvenile,est,wca,er3,wca_est_er3
spanishmackerel,latejuvenile,est,sand,er2,sand_est_er2
spanishmackerel,latejuvenile,est,sand,er3,sand_est_er3
spanishmackerel,latejuvenile,near,wca,er2,wca_near_er2
spanishmackerel,latejuvenile,near,wca,er3,wca_near_er3
spanishmackerel,latejuvenile,near,sand,er2,sand_near_er2
spanishmackerel,latejuvenile,near,sand,er3,sand_near_er3
spanishmackerel,latejuvenile,off,wca,er2,wca_off_er2
spanishmackerel,latejuvenile,off,wca,er3,wca_off_er3
spanishmackerel,latejuvenile,off,sand,er2,sand_off_er2
spanishmackerel,latejuvenile,off,sand,er3,sand_off_er3
spanishmackerel,adult,est,wca,er1,wca_est_er1
spanishmackerel,adult,est,wca,er2,wca_est_er2
spanishmackerel,adult,est,wca,er3,wca_est_er3
spanishmackerel,adult,near,wca,er1,wca_near_er1
spanishmackerel,adult,near,wca,er2,wca_near_er2
spanishmackerel,adult,near,wca,er3,wca_near_er3
spanishmackerel,adult,off,wca,er1,wca_off_er1
spanishmackerel,adult,off,wca,er2,wca_off_er2
spanishmackerel,adult,off,wca,er3,wca_off_er3
spanishmackerel,spawningadult,near,wca,er2,wca_near_er2
spanishmackerel,spawningadult,near,wca,er3,wca_near_er3
spanishmackerel,spawningadult,off,wca,er2,wca_off_er2
spanishmackerel,spawningadult,off,wca,er3,wca_off_er3
speckledhind,egg,off,wca,er1,wca_off_er1
speckledhind,egg,off,wca,er2,wca_off_er2
speckledhind,larvae,off,wca,er1,wca_off_er1
speckledhind,larvae,off,wca,er2,wca_off_er2
speckledhind,postlarvae,off,wca,er1,wca_off_er1
speckledhind,postlarvae,off,wca,er2,wca_off_er2
speckledhind,earlyjuvenile,off,reef,er1,reef_off_er1
speckledhind,earlyjuvenile,off,reef,er2,reef_off_er2
speckledhind,latejuvenile,off,reef,er1,reef_off_er1
speckledhind,latejuvenile,off,reef,er2,reef_off_er2
speckledhind,adult,off,hb,er1,hb_off_er1
speckledhind,adult,off,hb,er2,hb_off_er2
speckledhind,spawningadult,off,shelf,er1,shelf_off_er1
speckledhind,spawningadult,off,shelf,er2,shelf_off_er2
spinylobster,egg,,,,
spinylobster,larvae,off,wca,er1,wca_off_er1
spinylobster,larvae,off,wca,er2,wca_off_er2
spinylobster,larvae,off,wca,er3,wca_off_er3
spinylobster,larvae,off,wca,er4,wca_off_er4
spinylobster,larvae,off,wca,er5,wca_off_er5
spinylobster,postlarvae,est,wca,er1,wca_est_er1
spinylobster,postlarvae,est,sav,er1,sav_est_er1
spinylobster,postlarvae,near,wca,er1,wca_near_er1
spinylobster,postlarvae,near,sav,er1,sav_near_er1
spinylobster,postlarvae,off,wca,er1,wca_off_er1
spinylobster,postlarvae,off,sav,er1,sav_off_er1
spinylobster,earlyjuvenile,est,sav,er1,sav_est_er1
spinylobster,earlyjuvenile,est,reef,er1,reef_est_er1
spinylobster,earlyjuvenile,est,hb,er1,hb_est_er1
spinylobster,earlyjuvenile,near,sav,er1,sav_near_er1
spinylobster,earlyjuvenile,near,reef,er1,reef_near_er1
spinylobster,earlyjuvenile,near,hb,er1,hb_near_er1
spinylobster,earlyjuvenile,off,sav,er1,sav_off_er1
spinylobster,earlyjuvenile,off,reef,er1,reef_off_er1
spinylobster,earlyjuvenile,off,hb,er1,hb_off_er1
spinylobster,latejuvenile,est,hb,er1,hb_est_er1
spinylobster,latejuvenile,est,sav,er1,sav_est_er1
spinylobster,latejuvenile,est,reef,er1,reef_est_er1
spinylobster,latejuvenile,near,hb,er1,hb_near_er1
spinylobster,latejuvenile,near,sav,er1,sav_near_er1
spinylobster,latejuvenile,near,reef,er1,reef_near_er1
spinylobster,latejuvenile,off,hb,er1,hb_off_er1
spinylobster,latejuvenile,off,sav,er1,sav_off_er1
spinylobster,latejuvenile,off,reef,er1,reef_off_er1
spinylobster,adult,est,hb,er1,hb_est_er1
spinylobster,adult,est,sav,er1,sav_est_er1
spinylobster,adult,est,reef,er1,reef_est_er1
spinylobster,adult,near,hb,er1,hb_near_er1
spinylobster,adult,near,sav,er1,sav_near_er1
spinylobster,adult,near,reef,er1,reef_near_er1
spinylobster,adult,off,hb,er1,hb_off_er1
spinylobster,adult,off,sav,er1,sav_off_er1
spinylobster,adult,off,reef,er1,reef_off_er1
spinylobster,spawningadult,,,,
tilefish,egg,off,wca,er1,wca_off_er1
tilefish,egg,off,wca,er2,wca_off_er2
tilefish,egg,off,wca,er3,wca_off_er3
tilefish,egg,off,wca,er4,wca_off_er4
tilefish,egg,off,wca,er5,wca_off_er5
tilefish,larvae,off,wca,er1,wca_off_er1
tilefish,larvae,off,wca,er2,wca_off_er2
tilefish,larvae,off,wca,er3,wca_off_er3
tilefish,larvae,off,wca,er4,wca_off_er4
tilefish,larvae,off,wca,er5,wca_off_er5
tilefish,postlarvae,off,wca,er1,wca_off_er1
tilefish,postlarvae,off,wca,er2,wca_off_er2
tilefish,postlarvae,off,wca,er3,wca_off_er3
tilefish,postlarvae,off,wca,er4,wca_off_er4
tilefish,postlarvae,off,wca,er5,wca_off_er5
tilefish,earlyjuvenile,off,wca,er1,wca_off_er1
tilefish,earlyjuvenile,off,wca,er2,wca_off_er2
tilefish,earlyjuvenile,off,wca,er3,wca_off_er3
tilefish,earlyjuvenile,off,wca,er4,wca_off_er4
tilefish,earlyjuvenile,off,wca,er5,wca_off_er5
tilefish,latejuvenile,off,shelf,er1,shelf_off_er1
tilefish,latejuvenile,off,shelf,er2,shelf_off_er2
tilefish,latejuvenile,off,shelf,er3,shelf_off_er3
tilefish,latejuvenile,off,shelf,er4,shelf_off_er4
tilefish,latejuvenile,off,shelf,er5,shelf_off_er5
tilefish,latejuvenile,off,sb,er1,sb_off_er1
tilefish,latejuvenile,off,sb,er2,sb_off_er2
tilefish,latejuvenile,off,sb,er3,sb_off_er3
tilefish,latejuvenile,off,sb,er4,sb_off_er4
tilefish,latejuvenile,off,sb,er5,sb_off_er5
tilefish,adult,off,shelf,er1,shelf_off_er1
tilefish,adult,off,shelf,er2,shelf_off_er2
tilefish,adult,off,shelf,er3,shelf_off_er3
tilefish,adult,off,shelf,er4,shelf_off_er4
tilefish,adult,off,shelf,er5,shelf_off_er5
tilefish,adult,off,sb,er1,sb_off_er1
tilefish,adult,off,sb,er2,sb_off_er2
tilefish,adult,off,sb,er3,sb_off_er3
tilefish,adult,off,sb,er4,sb_off_er4
tilefish,adult,off,sb,er5,sb_off_er5
tilefish,spawningadult,off,shelf,er1,shelf_off_er1
tilefish,spawningadult,off,shelf,er2,shelf_off_er2
tilefish,spawningadult,off,shelf,er3,shelf_off_er3
tilefish,spawningadult,off,shelf,er4,shelf_off_er4
tilefish,spawningadult,off,shelf,er5,shelf_off_er5
tilefish,spawningadult,off,sb,er1,sb_off_er1
tilefish,spawningadult,off,sb,er2,sb_off_er2
tilefish,spawningadult,off,sb,er3,sb_off_er3
tilefish,spawningadult,off,sb,er4,sb_off_er4
tilefish,spawningadult,off,sb,er5,sb_off_er5
vermillionsnapper,egg,off,wca,er1,wca_off_er1
vermillionsnapper,egg,off,wca,er2,wca_off_er2
vermillionsnapper,egg,off,wca,er3,wca_off_er3
vermillionsnapper,egg,off,wca,er4,wca_off_er4
vermillionsnapper,egg,off,wca,er5,wca_off_er5
vermillionsnapper,larvae,off,wca,er1,wca_off_er1
vermillionsnapper,larvae,off,wca,er2,wca_off_er2
vermillionsnapper,larvae,off,wca,er3,wca_off_er3
vermillionsnapper,larvae,off,wca,er4,wca_off_er4
vermillionsnapper,larvae,off,wca,er5,wca_off_er5
vermillionsnapper,postlarvae,off,wca,er1,wca_off_er1
vermillionsnapper,postlarvae,off,wca,er2,wca_off_er2
vermillionsnapper,postlarvae,off,wca,er3,wca_off_er3
vermillionsnapper,postlarvae,off,wca,er4,wca_off_er4
vermillionsnapper,postlarvae,off,wca,er5,wca_off_er5
vermillionsnapper,earlyjuvenile,off,hb,er1,hb_off_er1
vermillionsnapper,earlyjuvenile,off,hb,er2,hb_off_er2
vermillionsnapper,earlyjuvenile,off,hb,er3,hb_off_er3
vermillionsnapper,earlyjuvenile,off,hb,er4,hb_off_er4
vermillionsnapper,earlyjuvenile,off,hb,er5,hb_off_er5
vermillionsnapper,earlyjuvenile,off,reef,er1,reef_off_er1
vermillionsnapper,earlyjuvenile,off,reef,er2,reef_off_er2
vermillionsnapper,earlyjuvenile,off,reef,er3,reef_off_er3
vermillionsnapper,earlyjuvenile,off,reef,er4,reef_off_er4
vermillionsnapper,earlyjuvenile,off,reef,er5,reef_off_er5
vermillionsnapper,latejuvenile,off,hb,er1,hb_off_er1
vermillionsnapper,latejuvenile,off,hb,er2,hb_off_er2
vermillionsnapper,latejuvenile,off,hb,er3,hb_off_er3
vermillionsnapper,latejuvenile,off,hb,er4,hb_off_er4
vermillionsnapper,latejuvenile,off,hb,er5,hb_off_er5
vermillionsnapper,latejuvenile,off,reef,er1,reef_off_er1
vermillionsnapper,latejuvenile,off,reef,er2,reef_off_er2
vermillionsnapper,latejuvenile,off,reef,er3,reef_off_er3
vermillionsnapper,latejuvenile,off,reef,er4,reef_off_er4
vermillionsnapper,latejuvenile,off,reef,er5,reef_off_er5
